split,tag_type,model,rows,MAE,RMSE,sMAPE
test,cashtag,ray_train_mlp,150,131.38706217447915,193.04241334751148,30.741623040652623
test,hashtag,ray_train_mlp,150,77.49773478190104,170.62028018438886,20.72562618923621
validation,cashtag,ray_train_mlp,165,150.22827768036814,259.0677599945584,41.39940820977702
validation,hashtag,ray_train_mlp,165,76.64773457845052,144.42931852658612,31.640888960983492
